Date,RELIANCE.NS,TCS.NS,DABUR.NS,SUNPHARMA.NS,SBIN.NS,ITC.NS,NTPC.NS
2007-05-03,330.9183349609375,202.87159729003906,39.3760871887207,72.98588562011719,28.02878189086914,32.98645782470703,85.02069854736328
2007-05-04,322.1678771972656,200.17527770996094,39.29438781738281,71.09051513671875,28.149629592895508,32.833553314208984,84.37985229492188
2007-05-07,326.9191589355469,200.15133666992188,39.416927337646484,71.87492370605469,27.933860778808594,32.82339859008789,83.25833892822266
2007-05-08,324.202880859375,199.1531219482422,38.68169021606445,71.35317993164062,26.985904693603516,32.61949157714844,82.56364440917969
2007-05-09,325.23992919921875,194.89947509765625,38.49787902832031,71.6690673828125,28.015037536621094,32.76223373413086,82.35023498535156
2007-05-10,321.8113708496094,193.35855102539062,38.27322769165039,70.59361267089844,28.025083541870117,33.37385940551758,80.69491577148438
2007-05-11,323.3782958984375,196.95175170898438,38.02815246582031,69.38326263427734,28.765995025634766,33.05782699584961,82.72384643554688
2007-05-14,329.71685791015625,196.58953857421875,36.7210578918457,70.23511505126953,30.082027435302734,33.0374641418457,83.81907653808594
2007-05-15,325.291259765625,194.67181396484375,36.92529296875,71.250244140625,30.62329864501953,33.027244567871094,83.33843231201172
2007-05-16,332.6578063964844,192.49374389648438,36.76191329956055,71.68681335449219,32.037967681884766,33.31269454956055,83.71207427978516
2007-05-17,342.94427490234375,196.550537109375,37.476741790771484,72.1837158203125,33.1107177734375,33.65923309326172,84.83356475830078
2007-05-18,345.63037109375,196.99838256835938,38.80424118041992,71.94236755371094,33.11838912963867,34.066993713378906,83.17823791503906
2007-05-21,358.3489990234375,194.51458740234375,39.33524703979492,75.67631530761719,33.64723587036133,34.83150863647461,83.44480895996094
2007-05-22,362.072998046875,193.50828552246094,39.62117004394531,77.40486145019531,33.0821647644043,34.800933837890625,82.69759368896484
2007-05-23,357.3730163574219,193.94029235839844,39.62117004394531,77.19900512695312,32.65061950683594,33.89372634887695,83.0981216430664
2007-05-24,351.48138427734375,192.5805206298828,40.00921630859375,75.69049835205078,32.08529281616211,33.86314010620117,86.67603302001953
2007-05-25,351.6547546386719,193.3975067138672,39.253543853759766,75.60887908935547,32.39969253540039,34.005836486816406,87.42391967773438
2007-05-28,350.80987548828125,192.69815063476562,40.47893524169922,75.85733795166016,32.64665985107422,33.92430114746094,86.78307342529297
2007-05-29,357.5252685546875,193.58685302734375,40.724029541015625,78.56549835205078,32.9959602355957,33.63886260986328,85.8480453491211
2007-05-30,356.70068359375,191.14967346191406,40.11132049560547,77.798828125,33.10702133178711,33.08841323852539,85.60771942138672
2007-05-31,357.9118957519531,190.0011444091797,40.805721282958984,79.45639038085938,33.77204132080078,33.39421844482422,84.64643859863281
2007-06-01,356.3751220703125,191.62884521484375,40.05006408691406,77.84854125976562,34.40189743041992,32.833553314208984,84.59323120117188
2007-06-04,354.4824523925781,189.9622344970703,40.887413024902344,76.33294677734375,35.08807373046875,33.61849594116211,85.79487609863281
2007-06-05,355.1850280761719,189.95457458496094,41.377567291259766,77.5716781616211,35.83903884887695,32.99666976928711,85.23409271240234
2007-06-06,344.1758117675781,188.74325561523438,41.173343658447266,76.31874084472656,34.66632080078125,32.18120193481445,83.17823791503906
2007-06-07,339.6687316894531,189.78916931152344,40.78529357910156,75.34976196289062,33.94655990600586,31.579734802246094,83.01802062988281
2007-06-08,337.20635986328125,191.84906005859375,40.3768310546875,75.25393676757812,33.845558166503906,30.703109741210938,82.24320983886719
2007-06-11,339.0582275390625,192.0453338623047,40.27471160888672,75.1545639038086,33.42512130737305,31.375886917114258,82.59056091308594
2007-06-12,345.722412109375,191.41632080078125,40.66275405883789,74.88834381103516,33.239234924316406,31.36566734313965,81.78948974609375
2007-06-13,340.9402160644531,189.19923400878906,41.50011444091797,74.93804168701172,36.22883987426758,30.99870491027832,81.81640625
