Date,AXISBANK.BO,BANKINDIA.BO,ICICIBANK.BO,INDUSINDBK.BO,SBIN.BO,APOLLOHOSP.BO,FORTIS.BO,INDRAMEDCO.BO,KOVAI.BO,LEHIL.BO,COLPAL.BO,DABUR.BO,EMAMILTD.BO,GILLETTE.BO,MARICO.BO,GODFRYPHLP.BO,GOLDENTOBC.BO,ITC.BO,NTCIND.BO,VSTIND.BO
1/24/2019,663.13,97.35,363.23,1484.11,287.95,1310.29,135.8,36.71,699.17,26,1280.56,426.39,403.23,6437.02,363.03,925.69,49.5,260.25,34.9,3017.73
1/25/2019,666.92,94.35,355.36,1478.24,285.25,1284.59,135.45,36.95,689.69,25.1,1247.68,424.02,406.53,6457.93,359.83,914.37,47.05,260.58,35,3018.91
1/28/2019,655.14,90.6,341.78,1436.91,281.6,1259.28,135.8,35.99,661.1,24.4,1225.54,421.25,392.91,6450.13,355.01,878.16,44.7,256.29,36,3012.97
1/29/2019,659.98,97.9,345.21,1457.5,280.75,1291.94,135.45,36.42,686.87,25.3,1222.92,418.74,390.59,6426.98,355.74,900.83,42.5,259.93,36,3046.35
1/30/2019,690.04,99.2,363.47,1467.99,287.5,1308,134.95,36.66,681.39,25.5,1232.32,425.25,400.76,6438.66,354.58,904.27,40.5,256.43,36.75,3066.91
1/31/2019,722.05,102.65,362.48,1497.14,293.35,1317.1,135.05,37.48,682.87,25.25,1239.64,437.49,398.19,6439.4,356.37,898.03,38.5,260.11,37.5,3036.97
2/1/2019,715.51,94.85,352.78,1509.67,284.3,1331.41,135,37.29,681.54,26.1,1254.65,445.93,400.13,6467.67,365.66,908.04,36.6,262.02,39.45,3050.17
2/4/2019,718.31,93.4,352.88,1492.66,283.6,1288.17,134.8,35.99,685.84,25.25,1248.79,441.44,394.9,6423.21,356.28,916.26,38.2,258.39,41.4,3017.68
2/5/2019,726.9,90.95,350.64,1528.17,284.5,1282.55,134.7,35.9,682.18,24.75,1252.47,441.93,390.83,6426.39,353.94,902.96,38.05,256.05,43,3017.68
2/6/2019,723,91.95,357.16,1518.38,288.2,1294.53,134.9,35.8,681.39,24,1253.78,446.92,391.61,6436.32,354.38,932.6,36.2,258.99,42.75,3017.68
2/7/2019,728.45,92.15,357.01,1505.99,287.6,1288.22,134.5,35.7,681.59,24,1256.2,452.79,383.95,6439.8,358.32,913.5,36.45,261.05,43.5,3027.11
2/8/2019,717.36,86.7,353.17,1489.63,285.05,1251.63,134.95,36.04,682.13,25,1253.1,445.24,373.73,6447.8,354.48,901.07,36.45,257.41,44.1,3054.18
2/11/2019,709.47,84.8,347.6,1498.93,279.8,1118.41,134.5,35.56,727.51,24.8,1245.35,442.72,354.84,6457.39,352.34,881.93,38.25,258.9,39.05,3017.82
2/12/2019,704.97,82.9,342.78,1488.68,275.4,1128.85,134.9,35.66,709.78,24,1234.79,440.75,348.93,6457.63,350.48,849.48,38.25,257.03,38.6,3059.41
2/14/2019,693.89,83,341.43,1512.51,267.05,1141.92,134.3,35.66,706.08,23.85,1210.28,434.73,345.68,6382.03,337.99,846.53,40.95,259.32,37.85,3059.41
2/15/2019,685.7,80.15,340.34,1501.91,262.95,1134.02,134.85,35.8,701.09,24,1194.78,429.15,349.61,6446.85,332.07,827,38.95,260.91,37.85,3028.53
2/18/2019,691.74,78.75,336.9,1508.97,259.75,1108.12,134.95,35.51,717.83,23.9,1192.46,417.06,343.99,6404.6,331.19,842.28,37.05,255.82,39.7,3019.71
2/19/2019,692.34,81.15,341.68,1474.26,262.5,1112.05,135.25,35.56,711.02,23.6,1208.05,415.48,394.9,6439.47,328.59,847.45,37.05,256.71,41.5,3019.71
2/20/2019,700.03,81.8,343.52,1473.02,267.05,1125.17,136.55,35.51,705.49,23.75,1204.95,419.38,382.4,6497.37,326.88,845.47,35.2,257.41,39.45,3051.68
2/21/2019,696.04,83.3,348.7,1463.81,267.55,1146.1,135.55,35.51,712.99,24.1,1200.6,421.11,383.52,6471.26,329.62,865.34,35.2,256.52,39.5,3029.52
2/22/2019,702.18,82.95,350.04,1455.66,270.75,1136.55,135.45,35.56,701.34,24.9,1216.19,428.56,384.82,6483.57,332.46,894.93,33.5,255.96,37.6,3017.68
2/25/2019,703.13,83,353.77,1482.02,270.2,1180.94,135.95,35.61,702.87,23.8,1225.39,426.19,385.31,6351.43,333.05,883.96,34,258.25,36.1,3035.55
2/26/2019,709.22,81.25,346.41,1470.38,266.3,1151.32,134.7,35.61,693.24,23.95,1204.32,422.98,384.19,6375.15,333.19,859.83,35.65,256.57,37.25,3048.33
2/27/2019,716.96,81.75,344.12,1468.54,267.25,1142.02,134.45,35.27,709.04,22.85,1218.57,427.77,384.39,6443.11,332.17,849.87,35.65,256.66,38.5,3048.33
2/28/2019,708.47,83.05,347.1,1465.21,269.75,1133.32,134.35,35.32,710.87,22.85,1216,432.8,379.79,6472.76,332.61,854.9,35.65,257.69,40.3,3017.68
3/1/2019,702.23,87.7,351.78,1508.33,272.95,1146.79,134.65,36.09,715.96,24.05,1207.18,439.42,383.86,6486.51,327.86,875.98,35.65,259.23,40.9,3017.68
3/5/2019,731.19,90.55,360.59,1531.61,276.05,1183.68,134.7,37.76,734.18,24.15,1201.18,437.05,386.81,6478.58,329.03,924.72,33.9,263.75,42.7,3049.37
3/6/2019,718.61,89.7,369.79,1524.89,277.65,1185.37,133.85,37.43,745.93,24.15,1234.11,430.98,386.91,6493.63,329.37,901.56,32.95,266.36,44.75,3088.41
3/7/2019,731.29,90.85,368.6,1521.16,281.15,1181.34,134.7,37.53,747.56,24.15,1225.78,427.32,378.87,6418.85,330.06,901.99,34.55,270.66,45,3182.95
3/8/2019,731.44,88.9,368.35,1510.37,281.25,1162.4,134.95,37.05,760.25,24.05,1214.5,426.88,371.16,6445.75,328.54,910.99,34.55,272.52,47,3293.8
3/11/2019,733.24,92.25,374.07,1507.13,286.8,1197.84,135.25,37.96,775.21,24.1,1232.27,436.31,385.31,6444.6,340.69,998.6,36.25,273.41,45.1,3199.68
3/12/2019,741.33,92.45,386.31,1562.74,286.5,1148.43,141.65,38.05,760.64,24.1,1242.49,440.25,387.63,6491.94,343.62,1015.92,36.15,274.86,44.2,3226.23
3/13/2019,737.53,91.95,389.95,1627.65,292.65,1111.85,139.1,38.1,759.7,23.6,1235.86,435.27,387.88,6463.19,335.89,1030.81,35.55,275.09,45.95,3231.61
3/14/2019,739.53,92.35,386.01,1673.95,291.15,1125.22,136.65,37.81,786.56,23.35,1240.46,433.25,386.57,6458.71,339.36,1043.38,35.6,275.7,45.95,3158
3/15/2019,734.79,92.95,393.78,1691.81,297.7,1118.36,137.8,38,763.85,23.4,1233.19,419.82,379.98,6497.82,332.46,1044.11,37.35,271.5,45.95,3196.24
3/18/2019,751.02,94.95,395.87,1714.19,298.45,1111.35,136.55,38.29,776.54,22.4,1243.8,423.33,383.81,6416.01,333.98,1091.25,35.55,272.71,45.95,3171.68
3/19/2019,760.06,100.6,396.21,1716.53,302.75,1131.08,136.25,38.2,755.46,23,1247.82,421.16,384.49,6418.3,333.05,1092.22,37.3,279.38,43.7,3159.13
3/20/2019,754.61,100.6,391.09,1705.39,303.45,1160.06,136.3,38,767.95,23.1,1251.99,420.51,385.12,6367.58,331.43,1103.68,39.1,278.54,41.55,3183.09
3/22/2019,756.41,98.7,389.7,1691.36,298.1,1141.97,136.45,37.96,770.27,22.35,1224.67,419.43,385.07,6463.24,332.7,1089.85,41,277.79,43,3183.32
3/25/2019,742.93,98.55,381.64,1675.59,293.8,1140.08,136.65,37.38,758.27,23.1,1196.43,414.64,379.4,6505.24,327.66,1083.37,42.95,275.46,41,3207.23
3/26/2019,756.26,101.85,392.13,1706.43,303.3,1149.63,136.2,36.76,762.96,22.2,1217.6,419.03,381.05,6509.77,331.43,1084.58,40.85,273.6,43.05,3206.29
3/27/2019,759.21,103.1,391.39,1796.36,308.05,1148.83,137.4,36.81,757.04,21.75,1222.63,406.89,384.53,6455.96,330.21,1082.16,41.7,273.41,43.1,3230.14
3/28/2019,779.23,105.6,398.06,1810.38,318.4,1177.61,136.25,37.05,757.48,21.05,1214.45,406.7,385.07,6613.86,331.38,1099.66,43.75,279.94,43.1,3254.8
4/1/2019,764.15,104.75,396.81,1733.39,322.8,1260.08,136.55,38,789.92,22,1220.94,396.63,391.22,6650.13,340.78,1122.73,45.7,277.42,43.1,3283.42
4/2/2019,766.5,105.55,395.52,1767.11,328.55,1247.6,136.9,37.57,789.92,23.2,1207.96,397.42,397.37,6604.94,338.58,1091.98,45.7,277.24,44.5,3262.87
4/3/2019,760.46,101.55,390.49,1763.48,320.65,1254.36,136.4,37.33,795.25,23.3,1210.09,397.96,397.47,6633.09,347.35,1087.96,46.95,276.07,44.5,3299.6
4/4/2019,761.2,101,386.61,1730.65,321.7,1250.24,136.65,37.57,797.38,25.15,1211.59,400.48,397.56,6609.77,347.49,1089.12,45.7,274.81,43.9,3268.19
4/5/2019,761.01,100.9,388.6,1755.17,317,1238.85,136.55,37.48,804.64,23.45,1197.17,395.79,399.45,6735.68,349.21,1084.58,45.7,274.95,43,3258.86
4/8/2019,753.36,98.55,385.27,1742.54,312.8,1229.91,135.45,37.43,793.08,23.45,1188.41,396.73,396.11,6823.07,351.7,1079.74,47.5,272.99,42,3387.77
4/9/2019,762.6,102.15,394.97,1758.85,315.15,1250.93,135.7,37.24,810.31,22.15,1199.17,398.21,391.07,6938.96,349.21,1067.56,45.2,276.54,42,3321.71
4/10/2019,760.81,100.7,391.79,1739.76,311.2,1241.09,135.6,37.19,785.18,21.95,1185.43,397.76,392.19,6913.8,351.61,1120.55,44.95,274.34,42,3403.28
4/11/2019,751.12,99.45,388.2,1731.65,314.7,1233.14,136.5,37.19,788.74,21.95,1199.85,398.31,390.59,6910.91,350.77,1103.29,42.85,276.49,43.8,3378.91
4/12/2019,763.2,99.55,392.53,1729.51,315.3,1253.42,138.45,37.53,789.33,21.05,1182.85,401.51,388.85,7272.73,352.44,1115.96,42,285.17,43.8,3358.58
4/15/2019,762.25,99.05,390.84,1737.47,315.65,1264.35,140.95,37.67,778.32,22,1184.07,401.32,385.5,7748.2,353.37,1163.59,43.6,284.65,42,3331.47
4/16/2019,769.69,98.9,404.82,1806.3,315.8,1267.69,140.85,37.72,787.95,22,1191.77,404.03,384.15,7773.12,355.92,1148.5,44.75,286.52,42,3253.67
4/18/2019,770.24,96.6,402.93,1754.73,310.9,1262.57,140.7,37.76,780.15,21.9,1186.51,399.54,382.26,7617.96,357.04,1125.29,42.55,284,45.75,3244.43
4/22/2019,754.46,92.6,392.68,1682.56,310,1226.03,139.6,37.62,756.59,20.5,1174.13,398.26,379.4,7560.02,356.75,1112.24,41.05,281.53,45,3225
4/23/2019,752.17,91.45,394.42,1645.9,305.65,1234.93,139.3,37.14,757.43,20.5,1178.61,398.16,379.4,7551.15,355.72,1100.87,39.55,283.07,45,3114.43
4/24/2019,751.67,93.05,399.1,1691.21,310.7,1221.31,138.9,36.71,757.43,20.8,1183.53,393.57,379.64,7563.31,355.23,1091.35,38.25,285.96,44,3182.9
4/25/2019,739.93,92.05,393.43,1674.35,306.3,1239.75,138.55,36.9,760.4,20.8,1169.26,390.31,382.55,7537.2,349.94,1084.29,38,284.14,47.8,3254.38
4/26/2019,759.26,92.15,405.42,1687.13,312.3,1231.8,138.85,36.95,741.29,20.7,1170.72,392.93,374.26,7536.1,351.21,1089.66,37.35,284.28,45.4,3207.7
4/30/2019,765.95,88.3,405.77,1599.25,310.2,1208.88,138.2,36.71,730.77,20,1176.28,392.83,374.41,7481.35,350.97,1067.9,37.35,281.39,48.9,3200.91
5/2/2019,751.72,89.15,392.68,1554.39,307.45,1186.66,137.5,36.18,732.4,19.85,1162.2,377.48,372.86,7495.45,347.64,1042.95,37.65,284.28,47.6,3202.94
5/3/2019,756.46,89.65,399.9,1550.8,309.15,1190.83,137.5,36.23,790.66,20.95,1139.89,376.3,367.92,7467.69,348.91,1029.89,37.65,283.3,47.75,3257.21
5/6/2019,746.62,87.35,399.45,1519.32,308.7,1182.43,136.2,36.42,775.11,21.65,1132.78,373.04,367.14,7438.4,333,1025.15,39,286.47,49.3,3266.45
5/7/2019,741.63,84.7,384.37,1506.99,305.85,1158.08,134.9,36.85,762.37,21.65,1130.25,370.52,364.58,7376.22,351.61,993.91,40,282.13,47,3306.67
5/8/2019,734.59,83.7,379.99,1479.78,298.1,1162.1,134.1,36.47,744.4,21.65,1115.44,362.48,359,7256.39,348.13,992.8,38.4,280.64,47,3294.93
5/9/2019,729.09,84.1,379.6,1468.89,299.25,1165.68,132.85,36.66,742.13,21.65,1119.48,362.53,354.26,6983.35,348.28,986.9,38.4,279.75,48.95,3291.82
5/10/2019,732.74,85.4,382.93,1433.03,308.05,1176.97,131.75,36.47,730.52,21.65,1102.38,365.09,352.08,6903.98,350.09,999.91,36.65,277.79,45.25,3249
5/13/2019,731.44,80.65,374.37,1387.17,306.75,1167.07,129.7,36.18,757.68,19.8,1097.22,358.43,354.74,6887.74,343.43,972.06,37,270.47,42.35,3211.47
5/14/2019,730.59,83,378.95,1422.93,313.9,1135.66,129.6,36.04,748.5,19.65,1094.15,363.71,353.77,6914.4,346.81,994.78,38.05,274.34,44.9,3282.43
5/15/2019,720.36,80.1,375.22,1370.85,311.6,1151.22,128.7,35.85,740.64,19.65,1092.16,358.18,367,6863.83,347.1,985.4,36.2,277.24,43.2,3314.26
5/16/2019,731.34,81.65,379.94,1352.05,315.2,1133.37,127.55,35.75,762.12,18.85,1093.91,357.2,361.67,6898.7,345.14,983.18,37,275,45.45,3309.31
5/17/2019,747.22,81.65,388.4,1366.63,318.95,1131.43,126.95,35.8,733.14,19,1112.76,365.44,355.76,6902.29,352.29,985.31,35.55,281.25,44.95,3312.56
5/20/2019,781.78,90.1,405.82,1484.75,344.6,1192.43,126.9,36.81,752.25,19,1138.62,377.93,356,6922.97,356.01,1025.92,37.3,286.47,48.15,3267.44
5/21/2019,772.14,88.2,398.4,1439.94,337.55,1166.33,125.6,36.14,750.52,18.85,1128.98,377.83,350.72,6852.71,352.98,995.95,35.55,284.89,47.95,3253.58
5/22/2019,778.33,89.7,403.53,1509.57,340.85,1153.9,125.8,36.33,725.39,18.85,1122.65,380.15,346.89,7008.31,355.62,979.17,35.55,284.89,48.75,3257.4
5/23/2019,776.09,89.1,408.6,1588.45,342.3,1144.46,125.7,37,790.02,18.85,1123.77,380.69,345.49,6948.63,352.73,959.24,35.5,274.38,48.05,3275.55
5/24/2019,792.67,96.9,429.4,1641.18,354.6,1163.3,124.6,37.48,779.41,18.85,1131.8,394.01,348.3,7024.11,354.89,993.82,36.35,275.95,44.1,3253.44
5/27/2019,811.44,98.25,433.08,1602.28,361.45,1192.92,128.2,38.29,804.09,19.85,1151.24,394.56,345.73,7044.69,358.9,994.01,38,276.18,44.9,3279.89
5/28/2019,807.75,99.15,432.39,1610.09,360.4,1183.33,127.85,38.1,792.88,19.35,1144.86,393.91,332.17,7274.23,361.01,992.17,39.3,274.85,48.8,3259.24
5/29/2019,803.8,96.25,420.84,1599.4,348.55,1196.35,127.1,37.72,776.2,19.9,1131.9,393.47,332.94,7253.1,358.9,959.73,37.45,274.23,47.75,3276.07
5/30/2019,807.1,97.45,424.38,1577.76,353.65,1197.89,126.7,37.86,765.83,20.3,1131.22,390.85,331.68,7166.41,356.9,918.92,36.25,274.95,45.95,3277.96
5/31/2019,807.5,94.5,421.34,1596.06,352.55,1232.39,125.25,37.43,773.63,20.3,1122.36,391.74,336.67,7355.64,364.24,909.01,37,265.01,46,3418.56
6/3/2019,811.29,95.2,420.79,1655.1,354.9,1352.09,124.75,38.34,770.27,19.3,1139.4,403.24,338.27,7370.09,370.61,882.85,37,264.91,48.95,3283.99
6/4/2019,820.38,96.15,416.91,1627.5,352.35,1324.11,124.15,37.62,762.32,19.95,1125.92,399.79,334.59,7383.39,368.55,891.94,36.5,265.96,47.95,3256.97
6/6/2019,807.85,90.75,409.6,1514.05,337.05,1334.74,122.15,37.67,761.38,19.2,1136.76,398.41,335.27,7305.72,366.89,871.82,36.85,262.58,45.75,3301.29
6/7/2019,803.2,89.85,414.82,1542.75,341.65,1388.93,122.3,37.81,755.56,19.05,1133.08,399.44,330.91,7203.43,365.51,862.88,36,262.39,43.25,3292.15
6/10/2019,813.19,87.15,413.88,1542.1,343.4,1369.64,127.1,37.14,741.14,19.05,1132.29,402.7,332.26,7348.07,369.28,860.17,34.6,265.91,44.85,3279.28
6/11/2019,813.94,88.7,419.4,1578.91,347.35,1375.21,132.55,37.48,730.77,19.05,1152.99,404.33,328.87,7402.08,369.09,866.7,34.95,266.29,44,3298.94
6/12/2019,811.34,87.9,415.97,1559.51,344.2,1372.42,130.75,37.09,730.77,19.05,1150.39,403.34,329.31,7413.98,368.35,875.01,35.3,266.29,42.15,3298.65
6/13/2019,818.68,86.5,417.96,1482.22,346.3,1365.76,131.3,36.52,745.58,19.05,1154.51,403.24,325.48,7423.55,369.33,862.68,33.6,266.15,42.5,3298.65
6/14/2019,799.16,86.3,415.87,1417.61,343.85,1363.43,130.45,36.28,730.77,19.2,1138.62,395.74,321.12,7398.34,361.79,856.06,35,264.34,44.1,3253.44
6/17/2019,775.74,84.25,412.39,1391.89,337.75,1353.09,129.2,35.8,685.94,20,1133.62,395.59,316.18,7372.43,358.9,838.41,33.65,261.82,44.3,3259.28
6/18/2019,775.29,84.3,420.15,1401.14,340.25,1345.38,130.7,36.23,710.67,19.65,1120.37,382.81,311.97,7332.02,357.14,827.63,33.05,262.11,45,3263.53
6/19/2019,770.29,82.55,417.86,1375.63,338.85,1344.34,132.75,35.8,705.34,19.15,1123.51,377.18,308.67,7276.92,356.45,830.43,31.25,263.77,45.3,3254.76
6/20/2019,770.49,85.65,431.24,1427.95,345.05,1364.97,131.05,35.94,718.67,19.1,1118.22,382.86,297.53,7313.09,359.34,852.72,29.8,263.58,46,3253.44
6/21/2019,770.99,86.9,428.76,1441.08,349.45,1339.91,130.05,36.04,708.95,19.8,1108.7,387.3,280.24,7404.92,361.3,863.21,29.4,260.83,44,3260.7
6/24/2019,761.9,86.4,427.51,1453.02,353.25,1336.93,129.25,36.04,706.08,19.8,1114.15,387.15,258.97,7361.22,361.6,838.75,31.7,262.77,44,3236.46
6/25/2019,780.88,86.5,431.54,1442.43,356.5,1316.75,129,35.99,718.43,19.8,1115.62,389.42,281.74,7358.93,364.19,843.92,34.7,264.63,43.65,3253.44
6/26/2019,787.97,88.75,436.47,1427.75,358,1300.44,129.2,36.28,715.86,19.25,1109.09,389.47,308.04,7295.55,363.07,845.32,34.7,263.77,42.15,3235.42
6/27/2019,799.36,88.4,438.61,1443.82,362.05,1305.32,129.65,36.52,725.78,20.4,1106.99,395.84,292.88,7375.52,363.02,814.13,35,260.16,41.55,3243.86
6/28/2019,806.65,90.15,435.12,1402.69,360.9,1351.15,130.4,36.61,713.34,20.1,1105.76,395.3,289.39,7452.25,362.62,804.9,33.4,260.54,45,3247.17
7/1/2019,809.25,90.7,436.52,1425.67,361.5,1362.18,132.95,36.14,718.92,21,1109.58,396.73,287.36,7459.37,362.53,794.65,33.5,261.4,44.65,3227.13
7/2/2019,801.65,90.2,434.68,1409.05,364.5,1347.77,132.85,36.09,711.02,19.8,1122.29,397.32,293.22,7452.5,365.95,797.16,33.95,260.35,41.25,3187.52
7/3/2019,805.3,92.6,433.88,1462.42,366.15,1334,133.3,36.66,735.71,19.55,1128.66,403.34,294.24,7448.41,365.12,795.62,31.8,263.16,45.65,3183.04
7/4/2019,808.65,94.45,433.83,1485.9,367.3,1317.94,133.6,36.28,734.08,19.55,1129.5,397.86,298.06,7426.94,366.4,804.71,31.5,264.11,45,3171.44
7/5/2019,805.95,93.85,434.13,1523.9,370.6,1299.3,132.7,36.33,715.96,19.55,1156.23,401.71,297.77,7353.65,371.59,792.33,31.35,265.77,44.4,3127.26
7/8/2019,783.05,84.6,423.83,1468.19,355.25,1296.42,130.2,35.56,712.99,19.55,1150.93,396.09,292.15,7188.48,363.36,768.01,31.95,263.73,40.75,3149.09
7/9/2019,786.2,85.6,426.57,1484.55,359.15,1319.68,129.8,35.94,715.07,19.55,1142.93,401.07,291.09,7078.22,362.82,764.52,32,259.68,39.2,3080.77
7/10/2019,768.5,85.2,428.85,1479.93,354.2,1310.58,128.55,35.27,726.82,19.4,1128.91,404.33,287.65,6953.11,362.82,747.89,32.5,259.97,38.15,3097.93
7/11/2019,766.65,86.8,424.63,1532.75,363.1,1307.4,128.45,34.89,715.96,19.6,1115.96,403.78,290.99,7145.08,360.52,747.31,33.55,262.2,38.75,3088.41
7/12/2019,755.45,87,424.97,1502.41,363.55,1356.17,128.75,35.85,706.28,19.6,1116.7,402.45,300.29,7199.14,363.56,749.2,32.5,261.49,39.9,3108.21
7/15/2019,749.65,83.9,420.35,1466.65,359.95,1375.36,129.4,34.99,702.72,19.6,1105.07,405.17,305.67,7066.46,361.55,744.8,32.5,257.64,39.3,3075.63
7/16/2019,761.7,84.9,422.49,1465.65,364.25,1382.41,130.2,35.08,698.77,20.05,1112.87,419.28,309.64,7126.9,360.57,742.47,32.4,258.59,38.45,3052.86
7/17/2019,752.65,84.9,422.64,1492.81,372.15,1375.75,130.3,35.13,700.45,19.05,1145.39,425.3,312.98,6973.69,364.73,748.23,31.4,259.45,40.15,3045.17
7/18/2019,740.85,82.15,416.66,1463.81,363.65,1379.33,129.4,35.13,716.89,18.7,1179.96,423.43,310.76,7016.59,362.82,756.79,29.8,259.59,40,3027.53
7/19/2019,729.45,80.15,408.11,1413.98,356,1364.92,129.55,34.55,695.22,18,1150.59,415.53,309.64,7000.14,357.29,741.02,32.2,255.26,38.75,3026.21
7/22/2019,727.5,80.65,410.7,1409.75,350.8,1357.01,129.15,34.22,700.16,19.4,1143.28,415.68,306.78,6974.78,354.5,725.65,29.65,251.46,38.75,3018.58
7/23/2019,726.4,78.65,412.25,1408.75,342.05,1358.01,128.05,34.41,700.65,19.4,1142.2,418.69,309.93,6997.25,354.1,715.44,30.2,257.45,38.55,3064.41
7/24/2019,711.1,76.5,408.55,1354.29,339.65,1330.72,126.7,34.07,710.03,18.15,1132.24,415.33,309.06,6943.2,352.88,702,30.2,257.59,41.85,3025.51
7/25/2019,723.3,75.4,409.05,1384.88,341.4,1335.44,126.75,34.6,701.14,17.5,1120.03,417.5,309.25,7029.89,353.96,695.81,30.2,254.88,41.3,2998.58
7/26/2019,729.85,76.1,415.5,1408.51,342.5,1354.03,125.4,34.46,711.91,17.5,1138.52,422.54,313.91,7059.98,353.47,685.66,31.1,257.07,41,3030.93
7/29/2019,719.65,75.65,429.3,1424.82,343.65,1358.7,124.15,35.99,705.59,18.35,1140.78,422.74,315.79,7145.18,356.99,696.73,28.25,254.6,41,3175.83
7/30/2019,706.55,70.7,424.95,1329.87,327.5,1325.1,123.85,35.32,669.1,18.55,1146.56,417.6,311.92,7124.85,355.48,677.05,26.45,255.83,39,3163.66
7/31/2019,674.4,72.2,424.5,1405.57,332.05,1342.75,119.95,34.6,699.91,18.55,1167.75,421.21,313.73,7113.84,359.54,672.26,24.75,256.83,38.5,3158.1
8/1/2019,669.65,70.2,417.15,1392.34,317.2,1357.66,118.65,35.13,683.02,18.55,1160.39,419.87,312.07,7116.38,355.08,671.25,24,254.5,38,3149.52
8/2/2019,673.45,69.7,410.75,1375.23,308.45,1304.12,117.95,34.55,682.83,17,1156.86,420.61,305.84,7105.72,364.83,670.28,23.2,251.65,39.8,3129.38
8/5/2019,662.9,68.95,402.6,1383.94,300.25,1293.19,116.05,34.41,671.52,18.55,1171.92,424.12,305.3,7075.88,365.95,671.39,24.15,246.84,39.65,3128.34
8/6/2019,678.85,69.9,410.4,1408.9,301.25,1330.17,120.45,34.36,697.51,17,1183.79,427.67,307.8,7121.86,369.77,666.08,25.35,246.23,39.75,3140.89
8/7/2019,660.05,66.75,408.4,1419.1,289.95,1308.15,119.6,34.27,670.66,16.5,1177.41,426.33,302.01,7178.91,370.61,670.77,25.45,241.33,39.75,3218.31
8/8/2019,660,68.85,414.6,1415.05,294.3,1326.94,123.5,34.17,699.1,16.95,1186.98,433.14,306.18,7138.51,375.21,676.28,26.7,245.13,40.25,3225.38
8/9/2019,660.7,68.05,420.4,1413.9,291.35,1352.04,121.75,34.65,702.04,17.9,1205.17,436.22,305.2,7141.35,383.93,685.8,28,241.8,40.25,3233.11
8/13/2019,650.15,66.7,410.5,1373.35,283.4,1314.31,118.5,34.12,706.32,16.75,1189.33,426.58,294.6,6984.75,383.98,822.94,27.6,234.05,37.8,3242.36
8/14/2019,663.2,67.65,417.35,1400.45,289.85,1350.4,127.7,34.31,717.28,20.1,1177.07,428.82,293.23,7122.16,384.76,828.64,28.95,236.67,37.1,3239.86
8/16/2019,675.55,69.35,419.15,1438.25,290.95,1462.69,125.5,34.55,710.95,18.55,1174.86,425.54,295.34,7032.38,384.27,968.24,30.35,240.52,39.9,3251.17
8/19/2019,685,68.95,423.4,1438.65,286.7,1475.47,124.1,35.27,687.39,19.85,1184.92,429.31,292.79,7035.57,387.89,1018.67,30.35,239.28,38.85,3318.67
8/20/2019,672.2,66.6,417.15,1404.75,283.65,1465.93,123.2,35.32,678.28,18.95,1177.56,429.17,291.37,7009.01,387.45,1001.65,30.35,234.48,39.95,3324.92
8/21/2019,665,65.05,412.2,1365.9,277.4,1457.92,122.75,34.84,677.38,18.25,1174.81,424.35,286.8,7041.65,385.54,945.17,31.05,229.77,36.5,3295.59
8/22/2019,660.9,62.35,399.15,1335.7,268.4,1442.02,121.65,34.46,688.84,19.5,1167.31,425.34,278.12,7106.87,383.39,886.42,29.5,228.35,36.25,3305.53
8/23/2019,663.4,64.4,395.75,1310.35,271.1,1431.83,121.4,34.55,682.46,21.45,1168.39,421.86,283.08,6983,372.42,938.45,28.15,224.45,35.9,3296.31
8/26/2019,683.65,66.95,411.95,1348.65,280.25,1451.96,121.4,34.7,697.16,21.95,1178.93,433.09,287.54,6939.36,368.55,961.32,29.55,230.68,37.8,3302.38
8/27/2019,682.55,69.3,418.7,1385.35,285.7,1467.67,122.3,34.89,676.49,20,1178.25,437.86,298.43,7101.98,378.49,971.96,30,233.53,37.8,3350.77
8/28/2019,678.1,67.7,413.05,1365.05,284.9,1513.25,122.05,34.99,677.08,19.15,1188.99,431.85,295.68,6998.1,383.14,1002.38,28.5,233.77,35.05,3368.61
8/29/2019,660.95,65.85,404.7,1351.2,274.65,1509.07,121.85,34.89,670.11,20.05,1228.66,439.95,289.16,7088.13,379.76,992.9,28.1,229.58,39.2,3302.04
8/30/2019,663.75,65.55,410.4,1394.45,273.7,1499.98,124.55,34.65,668.47,19.75,1250,446.31,291.66,7274.68,382.95,991.21,28.1,233.53,39.3,3312.32
9/3/2019,645.35,62.85,392.15,1344.15,268.35,1485.31,123.95,34.99,664.78,19.55,1224.89,439.75,293.57,7381.1,378.69,969.98,29.5,229.68,38,3322.64
9/4/2019,646.95,63.85,397.5,1317.35,274.95,1488.49,124.6,35.18,672.4,19.55,1221.06,439.45,293.33,7213.69,376.24,957.12,29.5,231.25,37.55,3381.85
9/5/2019,649.25,63.6,388.9,1307.7,273.15,1487.85,123.8,35.9,665.98,21.5,1216.5,436.37,290.48,7107.66,377.12,954.46,29.8,232.39,39.75,3424.03
9/6/2019,671,63.7,391.5,1331.15,273.95,1487.6,126.8,36.42,678.38,20.65,1227.98,438.41,289.06,7078.62,374.77,948.95,28.35,232.01,36.1,3466.8
9/9/2019,671.6,66.05,394.45,1333.95,277.9,1484.42,126.55,36.42,674.05,20,1232.64,441.44,288.08,7124.46,379.08,979.8,29,233.48,36.95,3426.26
