Date,AXISBANK.BO,BANKINDIA.BO,ICICIBANK.BO,INDUSINDBK.BO,SBIN.BO,APOLLOHOSP.BO,FORTIS.BO,INDRAMEDCO.BO,KOVAI.BO,LEHIL.BO,COLPAL.BO,DABUR.BO,EMAMILTD.BO,GILLETTE.BO,MARICO.BO,GODFRYPHLP.BO,GOLDENTOBC.BO,ITC.BO,NTCIND.BO,VSTIND.BO
6/13/2018,539.08,102.7,284.91,1929.24,287.65,966.51,138.2,42.47,1075.49,27.02,1191.45,371.98,528.73,6489.59,325.87,711.16,49.8,250.17,32.1,2719.06
6/14/2018,531.09,102.65,278.88,1950.1,282.7,961.51,136.75,41.87,1055.45,27.12,1184.72,370.73,524.64,6453.55,332.68,709.96,49.9,249.33,34.3,2711.43
6/15/2018,527.35,98.35,276.58,1947.82,277.55,1019.26,138.75,41.4,1024.89,29.18,1172.02,367.33,528.11,6466.23,326.79,704.83,49.3,246.81,34.4,2705.24
6/18/2018,521.4,97.55,286.58,1949.6,276.85,1040.83,137.4,41.26,1040.19,26.63,1157.07,370.11,520.99,6496.42,326.6,701.85,49.3,246.49,32.1,2687.65
6/19/2018,516.11,95.05,286.09,1912.54,272.4,1048.06,136.3,40.75,1031.68,27.36,1145.52,363.36,505.78,6457.41,323.17,695.23,46.85,248.35,33.75,2696.62
6/20/2018,518.51,95.05,287.31,1949.4,273.25,1037.52,135.3,40.71,1026.26,26.33,1140.43,363.6,511.14,6473.5,323.65,699.26,44.55,246.11,32.1,2661.8
6/21/2018,512.61,93.55,291.52,1936.82,268.7,1010.5,134.45,40.52,1004.46,28.35,1132.2,369.63,513.78,6464.74,324.08,711.49,44.55,243.36,32.9,2619.27
6/22/2018,524,94.65,294.76,1936.47,273.25,1011.24,138.9,40.29,1031.38,28.35,1134.46,369.35,511.02,6415.44,322.44,738.93,44.55,247.42,33.9,2590.19
6/25/2018,514.51,92.2,283.59,1949.06,268.3,1025.25,137.4,40.01,1014.94,27.02,1134.9,367.96,490.48,6415.19,319.5,729.86,46,245,34.5,2672.66
6/26/2018,513.41,92.05,282.17,1965.26,267.15,1010.99,134.5,40.01,967.88,26.23,1143.51,369.97,489.9,6387.32,329.16,739.84,46,246.53,32.7,2635.69
6/27/2018,506.97,88.6,273.25,1947.47,261.65,1007.93,135.75,39.5,960.99,23.58,1136.05,375.76,491.45,6334.51,324.42,697.39,46,244.86,31.8,2646.37
6/28/2018,504.32,85.3,265.66,1949.85,256.85,1001.2,134.75,39.68,950.02,22.11,1109.27,372.08,491.49,6340.59,321.72,688.76,46,242.66,31.1,2624.83
6/29/2018,509.77,87.5,269.92,1921.51,259.3,1035.44,134.75,39.73,996.83,25.1,1137.69,374.52,511.45,6376.58,320.51,694.85,46,248.26,31.2,2662.93
7/2/2018,511.96,87.85,271.83,1927.7,259.1,1052.46,132.9,39.59,1037.78,23.39,1125.28,367,508.01,6368.51,322.25,686.89,46,245.46,31.2,2669.3
7/3/2018,511.36,87,267.42,1931.17,257.75,1049.1,142,39.92,1048.46,24.81,1109.6,368.1,504.86,6353.66,328.87,690.34,46,247.42,30.1,2620.34
7/4/2018,513.66,85.9,267.67,1956.78,257.5,1066.96,144.15,39.5,1052.4,25.94,1120.13,368.92,500.36,6475.78,331.48,684.63,46,246.77,30.1,2624.79
7/5/2018,510.27,85.5,266.1,1945.64,256.6,1033.81,138.95,39.64,1010.12,26.14,1105.04,369.96,505.69,6487.26,332.54,689.24,46,254.09,30.1,2608.99
7/6/2018,513.61,86.6,264.53,1940.88,257.45,1000.45,138.25,39.82,1013.47,26.14,1100.13,363.86,515.18,6457.07,335.83,685.26,43.7,254.09,30.1,2575.34
7/9/2018,523,89.3,265.76,1936.67,261.35,990.26,140.8,40.01,1013.76,26.53,1106.91,368.92,528.21,6456.82,335.44,698.16,43.7,255.91,30.1,2533.66
7/10/2018,531.89,90.3,267.86,1916.36,263.5,998.33,140.35,41.08,1017.95,26.14,1106.24,369.91,523.18,6446.67,338.24,708.18,41.55,257.78,33.6,2527.33
7/11/2018,535.93,85.95,263.4,1897.28,258.9,987.14,137.8,40.61,991.51,26.28,1098.78,372.42,516.88,6458.21,332.25,698.21,43,257.22,32.4,2618.1
7/12/2018,536.58,84.8,266.88,1917.65,262.75,989.17,142.15,40.75,989.4,25.45,1107.54,371.83,513.29,6459.34,339.69,709.29,43,258.25,33.65,2592.53
7/13/2018,523.25,81.45,262.62,1905.81,257.6,965.27,147.8,39.68,975.22,24.91,1115.66,369.86,512.81,6517.16,342.49,703.63,43.85,252.32,33.9,2492.92
7/16/2018,522.45,77.55,254.05,1905.66,251.75,933.85,144.95,38.9,979.5,25.35,1098.16,361.89,508.74,6433.95,339.69,676.38,43.85,253.35,34.9,2430.5
7/17/2018,537.38,82.1,260.91,1887.67,259.25,968.14,142.35,39.03,964.88,24.47,1081.57,371.83,514.02,6456.92,335.92,677.63,41.7,251.76,34.7,2336.64
7/18/2018,523.55,79,257.28,1882.4,259,960.02,141.7,38.8,964.78,25.06,1065.12,367.5,533.83,6443.95,336.45,654.08,43.7,250.36,34.7,2252.33
7/19/2018,526.65,82.8,255.91,1879.12,260.15,945.23,137.5,38.34,964.78,25.55,1081.52,368.68,531.22,6459.79,334.76,648.76,45.65,254.65,32.2,2264.4
7/20/2018,533.79,83.15,260.61,1892.3,260.95,920.83,135.7,38.52,954.94,25.55,1081.28,367.01,541.44,6496.27,339.69,669.28,45.65,255.17,31.85,2241.56
7/23/2018,540.13,86.35,270.81,1928.71,266.4,942.75,132.65,38.8,926.64,25.15,1070.56,367.15,549.33,6549.39,339.79,725.74,43.4,264.87,32.5,2557.08
7/24/2018,545.32,87.85,271.95,1936.66,266.7,930.78,132.9,39.36,930.18,25.55,1076.04,367.4,536.74,6666.55,341.62,720.89,43.4,265.24,34,2559.5
7/25/2018,531.19,88.05,272.05,1955.12,271.45,931.82,134.25,41.03,955.28,24.52,1081.67,365.24,533.54,6666.9,345.54,714.51,43.4,266.92,33.35,2542.14
7/26/2018,540.98,95.5,283.14,1946.71,286.7,927.31,139.95,40.57,967.78,25.2,1042.43,366.81,535.04,6621.06,351.24,744.78,43.4,267.95,33.35,2557.53
7/27/2018,552.96,97.85,290.57,1965.41,286.6,924.15,136.8,40.15,951.78,25.1,1059.11,379.11,547.15,6593.14,348.68,778.5,43.4,281.99,32.55,2539
7/30/2018,567.74,103.4,304.39,1955.66,297.35,923.4,137.2,42.65,966.49,24.91,1078.4,386.48,547.93,6597.35,351.14,759.65,43.4,280.97,35,2524.24
7/31/2018,549.42,94.35,301.13,1983.91,293.4,943.35,139.75,41.59,957.9,25.2,1097.53,413.39,572.83,6603.14,351.38,764.64,43.4,277.33,36.7,2441.41
8/1/2018,544.22,95.45,296.27,1992.87,295.1,939.64,145.45,40.52,928.97,25.3,1079.89,423.86,549.72,6621.51,356.07,780.42,43.4,281.53,36.9,2422.92
8/2/2018,545.42,94.65,295.08,2010.92,294,950.52,143.05,41.45,937.06,25.1,1073.92,421.7,548.8,6620.42,339.06,790.34,43.4,279.05,40,2382.54
8/3/2018,573.64,95.65,301.97,2005.25,298.6,958.94,145.95,41.59,924.97,25.4,1079.21,429.27,548.41,6629.43,340.37,797.64,41.25,283.44,38.55,2348.04
8/6/2018,595.76,97.5,312.12,1984.11,308.55,971.26,147.7,41.63,928.08,25.45,1080.27,427.9,554.13,6621.51,350.51,784.45,41.25,281.43,36.35,2408.43
8/7/2018,591.32,94.9,310.19,1984.71,304,959.38,146.3,41.31,938.05,24.86,1100.08,434.68,552.97,6609.68,349.3,781.76,39.2,280.92,39.5,2511.13
8/8/2018,595.66,94,315.24,1991.72,308.65,959.08,142.65,40.94,938.94,24.56,1104.6,437.73,556.6,6610.42,349.26,797.35,39.2,280.31,38.3,2501.53
8/9/2018,618.68,98.05,329.86,1974.61,316.45,954.04,140.9,41.73,939.19,24.27,1092.58,437.44,559.02,6614.38,351.53,804.73,39.2,281.67,37.6,2577.27
8/10/2018,614.89,93.5,325.1,1970.64,304.45,936.82,142,41.08,930.2,23.43,1095.9,434.24,557.67,6575.67,352.98,798.5,39.2,284.33,38.95,2619.18
8/13/2018,604.55,89.9,322.23,1982.87,294.8,1056.62,144.8,41.36,922,23.58,1086.95,433.8,557.91,6482.96,347.76,817.64,39.2,285.45,37.75,2643.99
8/14/2018,617.53,90.35,329.21,1987.6,294.7,1117.44,146.05,41.96,925.41,24.37,1087.96,445.5,555.87,6484.69,351.77,808.43,39.2,286.71,38.2,2683.47
8/16/2018,623.08,88.95,331.34,1972.72,292.7,1128.57,148.2,44.47,922.45,24.71,1097.58,437.63,536.79,6465.53,350.61,805.55,37.25,286.29,39.85,2644.71
8/17/2018,626.32,93.3,336.89,1979.19,302,1172.52,150.2,43.95,949.7,25.06,1097.97,448.01,555.97,6495.68,358.24,804.25,38,292.77,39,2691.24
8/20/2018,623.43,95.55,335.21,1979.24,307.55,1185.78,150.2,43.91,924.08,25.5,1102.58,446.34,546.43,6470.43,351.91,814.81,38,292.17,37.95,2777.34
8/21/2018,635.41,95.8,335.75,1965.21,306.9,1170.34,149.6,43.44,919.68,24.81,1119.7,451.45,547.69,6500.78,350.22,827.08,37.15,291.84,38.1,2813.55
8/23/2018,631.02,93.7,333.77,1947.61,302.25,1136.09,148.7,43.21,902.4,25.65,1144.85,476.88,542.21,6374.45,368.87,812.5,36,290.53,38.95,2927.2
8/24/2018,638.81,92.95,328.5,1917.12,300.3,1183.25,149.3,43.49,918.4,25.89,1124.22,467.98,541.15,6411.38,365.44,807.9,34.2,289.6,37.15,2839.35
8/27/2018,649.24,94.75,338.25,1938.11,308.25,1186.52,149.45,43.17,918.89,26.14,1113.5,473.73,530.97,6465.58,364.33,819.17,34,292.49,36.05,2878.07
8/28/2018,659.78,91.45,337.2,1923.24,304.95,1161.78,149.95,42.89,934.94,25.35,1108.26,477.77,534.56,6462.31,358.77,832.27,32.45,290.67,37.7,2835.72
8/29/2018,655.74,95.1,338.99,1897.12,309.65,1181.57,148.8,42.93,914.55,25.79,1106.19,470,543.47,6397.62,356.79,825.69,32.15,291.79,36.25,2866.9
8/30/2018,648.74,99.75,342.73,1866.34,308.15,1179.74,148.7,42.98,910.7,26.14,1107.39,471.96,550.88,6493.35,357.52,852.99,32.15,297.86,37.1,2887.09
8/31/2018,648.39,100.45,340.98,1893.84,308.85,1172.96,146.5,45.76,909.86,26.68,1123.65,471.18,548.32,6556.71,356.89,849.96,33.7,297.81,36.65,2958.03
9/3/2018,630.97,99.7,332.43,1886.58,306.4,1161.58,149.25,46.46,915.68,27.27,1132.01,458.49,561.74,6763.28,349.59,842.29,32.3,291.84,37.9,2974.58
9/4/2018,639.71,94.95,326.7,1842.06,296.6,1169.89,146.85,45.35,915.04,28,1100.08,440.49,555.68,6796.39,342.69,802.62,33.9,288.95,34.65,2961.35
9/5/2018,636.61,94.15,328.35,1846.24,296.75,1122.68,146.1,44.74,895.24,27.86,1097.34,448.01,547.93,6716.7,339.01,812.55,32.25,289.46,35.9,2951.57
9/6/2018,638.26,93.55,326.85,1871.11,296.65,1109.37,145.9,44.28,886.06,28.94,1096.04,446.98,548.99,6658.29,342.93,875.48,33,289.93,36.5,3045.52
9/7/2018,644.35,94.05,333.42,1866.39,291.85,1147.28,146.55,44.98,902.94,28.3,1097.25,460.7,540.23,6751,345.44,910.35,31.7,289.65,38,3015.19
9/10/2018,650.74,91.95,331.43,1818.99,285,1115.76,145.15,44.98,892.58,27.86,1084.5,442.36,539.45,6686.35,332.15,908.38,31.75,285.73,38.1,3044.67
9/11/2018,649.69,90.85,325.01,1819.53,282.3,1100.76,143.85,44.19,901.17,28.25,1055.65,436.4,536.21,6648.98,326.36,882.72,32,277.37,39.4,2998.14
9/12/2018,634.76,91.2,321.53,1815.6,285.45,1100.96,143.9,43.56,888.43,28.2,1066.33,446.09,530.78,6657.99,332.15,910.3,33.35,286.01,38.9,3030.36
9/14/2018,635.46,93.15,326.55,1863.75,290.4,1109.91,144.95,43.8,888.63,29.1,1078.4,460.01,535.62,6776.44,334.67,950.83,35,286.43,38.15,3006.13
9/17/2018,625.27,93.35,323.87,1867.43,285.6,1114.63,144.85,43.61,886.35,28.45,1068.49,452.39,530.78,6773.27,331.86,932.84,35.35,281.71,38.8,2922.58
9/18/2018,607.7,89.7,317.15,1851.66,274,1113.49,141.85,43.04,883.93,28.5,1074.89,461.83,527.1,6779.61,332.83,893.92,35.35,282.37,35.65,2826.15
9/19/2018,608.44,90.15,319.29,1795.11,271.4,1066.46,142,42.61,869.27,26.4,1074.4,458.14,513.97,6716.75,332.49,869.89,35.35,279.61,38.4,2832.19
9/21/2018,598.66,86.55,316.26,1752.44,270.05,1038.08,137.55,41.93,847.54,25.45,1064.4,448.65,492.32,6790.25,325.73,803.25,35.35,283.44,36.2,2765.56
9/24/2018,596.81,83.45,307.25,1665.85,264.55,1011.19,136.55,40.83,810.56,26,1052.72,425.93,502.49,6689.77,322.25,753.55,33.6,277.98,33.5,2671.45
9/25/2018,614.49,84.2,308.64,1684.2,270.25,1040.56,136.7,41.36,790.61,25.7,1055.41,431.14,493.14,6677,320.7,736.72,31.95,280.92,33,2676.16
9/26/2018,615.14,83.8,310.98,1691.66,264,1039.62,132,40.21,795.55,26.15,1057.72,429.27,504.48,6669.28,326.55,734.45,30.4,273.41,32.5,2623.83
9/27/2018,597.96,80.45,305.16,1670.62,265,1064.42,134.3,40.26,773.04,25.65,1059.21,430.4,478.41,6599.63,323.99,722.84,28.9,273.64,32,2638.25
9/28/2018,611.59,76.9,303.52,1678.18,265,1037.03,135.05,38.05,751.16,26.6,1043.48,420.62,477.98,6586.02,321.67,726.61,30.3,276.86,30.45,2636.56
10/1/2018,593.21,79.05,312.62,1634.86,273.05,1059.75,135.2,38.1,713.64,28,1052.24,431.44,479.77,6452.66,321.81,734.69,29.1,276.86,32.85,2701.3
10/3/2018,569.99,80.65,302.12,1629.24,270.7,1065.72,135.85,38.39,691.22,27.05,1046.8,419.09,480.5,6617.5,315.68,725.07,29.1,274.9,33.5,2614.25
10/4/2018,585.37,79.05,314.41,1579.95,270.6,1038.33,134.7,37.86,663.77,27.45,1026.94,409.16,459.91,6461.08,303.36,690.98,28.85,268.04,34.4,2546.17
10/5/2018,567.74,76.95,305.11,1601.44,257.8,1049.11,134.6,37.72,696.95,27.2,1031.22,413.09,433.36,6450.09,296.4,661.82,27.7,258.62,35,2503.59
10/8/2018,555.81,76,309.24,1592.63,266,1071.68,132.8,37.38,722.23,27.5,1005.5,403.85,439.76,6392.62,299.69,648.38,28.9,255.17,36.35,2499.11
10/9/2018,552.06,75.2,304.61,1599,262.65,1088.28,132.65,36.61,739.16,28,1009.54,386.09,404.59,6354.01,285.1,660.03,28.9,250.55,34,2461.86
10/10/2018,588.62,79.25,317.35,1630.83,278.1,1117.36,131.65,38.05,775.36,27.9,1012.37,399.12,415.59,6326.39,292.15,696.68,27.55,251.99,37,2372.51
10/11/2018,580.08,75.5,310.09,1583.93,262.15,1115.18,131.55,38.1,814.12,28.2,1057.04,386.98,425.52,6400.59,295.63,672.46,28.65,247.47,35,2459.08
10/12/2018,583.92,77.2,317.25,1642.67,263.35,1126.26,134,38.34,846.01,28.6,1057.57,400.84,430.51,6437.61,303.07,702.97,29.85,256.33,36,2627.27
10/15/2018,575.14,77.4,311.68,1618.3,263.35,1126.76,138.4,38.72,849.27,28.5,1054.78,390.81,432.98,6556.71,305.39,708.67,31.05,262.77,40,2664.05
10/16/2018,588.07,80.05,319.49,1612.33,270.2,1103.3,137.2,40.16,842.66,27.35,1056.42,399.52,433.94,6604.18,307.08,715.49,31.05,263.66,39.4,2689.46
10/17/2018,573.89,76.7,313.17,1595.37,261.15,1116.02,133,38.72,807.01,28,1041.42,395.19,416.7,6564.04,304.23,713.37,32.15,267.2,38,2652.87
10/19/2018,561.5,76.75,313.37,1568.21,260.85,1115.92,131.3,38.05,766.67,28,1056.13,397.75,418.44,6552.6,299.54,711.77,32.15,269.16,40.75,2692.24
10/22/2018,560.4,75.3,325.41,1434.62,259.95,1125.57,131.4,37.72,728.6,28.2,1078.4,398.14,407.06,6520.13,301.28,692.62,30.55,268.98,36.65,2642.59
10/23/2018,562.35,75.3,320.14,1465.65,255.35,1137.8,127.4,37.33,752.49,28.7,1089.02,393.96,407.3,6529.34,302.25,683.43,30.55,266.78,39.75,2602.51
10/24/2018,562.7,75.75,322.38,1512.76,255.5,1121.34,133.15,37.57,744.69,27.7,1073.59,397.65,401.1,6520.87,294.28,691.9,30.55,268.51,38.75,2603.22
10/25/2018,559.31,74.8,318.15,1484.06,249.65,1116.72,129.95,36.76,780.34,28.9,1067.67,391.89,395.53,6511.86,288.28,694.22,30.55,268.04,36.1,2726.9
10/26/2018,536.68,74.55,313.52,1437.5,248.1,1078.14,129.25,36.81,790.27,28.7,1063.54,390.86,384.82,6483.55,289.69,705.14,30.55,261.88,36.15,2777.77
10/29/2018,565.2,81,347.45,1405.57,268.05,1137.2,130.6,36.9,828.58,29.4,1063.25,402.32,388.36,6464.99,293.74,735.46,30.55,264.59,36.05,2807.43
10/30/2018,561.9,84.3,344.22,1356.33,273.15,1161.01,133.9,36.61,821.57,30.15,1061.08,388.45,391.36,6437.86,302.01,748.28,30.55,260.35,37.6,2873.82
10/31/2018,581.18,86,353.37,1416.96,280.5,1139.24,140.4,36.57,810.46,32.55,1074.16,379.11,382.79,6494.64,308.96,747.31,30.55,261.09,35.5,2950.11
11/1/2018,601.6,86,351.68,1457.25,285.7,1163.84,140.8,36.33,789.33,31.8,1069.02,364.65,385.21,6485.58,309.49,747.55,31.1,258.95,35.5,2913.52
11/2/2018,609.19,84.35,352.58,1534.34,285.45,1144.21,138.8,37.09,783.21,30.3,1065.8,363.91,406.43,6478.06,326.45,766.55,31.1,263.47,35.95,2994.06
11/5/2018,623.53,86,348.1,1483.86,295.3,1159.67,140.8,37.24,794.96,30.5,1067.43,360.47,411.23,6349.35,328.38,759.35,31.1,260.91,35.95,2962.04
11/6/2018,606.85,85.9,351.48,1467.74,286.5,1127.21,141.55,37.43,779.26,29.2,1066.47,359.53,404.49,6331.14,323.6,753.06,31.1,258.85,38.6,2989.39
11/7/2018,606.35,86.45,354.27,1475.45,286.65,1126.56,141.45,37.53,790.02,29.2,1070.4,363.47,407.93,6432.47,328.19,757.13,31.1,261.42,38.3,3007.97
11/9/2018,611.84,91.7,354.07,1488.98,283,1138.64,140.65,38.1,813.43,28.7,1070.93,371.21,408.75,6411.87,328.87,825.4,30.75,258.71,38.3,2916.92
11/12/2018,605.45,87.25,350.59,1483.81,277.75,1133.62,139.85,39.39,772.79,29.2,1058,370.52,419.75,6450.04,329.11,809.78,30.75,255.54,35,2801.96
11/13/2018,617.83,81,359.15,1476.6,278.15,1138.69,141.8,39.06,743.9,29.2,1071.08,364.6,422.42,6462.27,328.63,808.82,30.75,258.39,35.5,2847.65
11/14/2018,611.99,82.3,364.82,1505.39,283.7,1159.37,140.3,39.11,723.86,27.4,1081.1,372.1,422.71,6504.29,337.96,799.14,30.75,258.11,36,2805.5
11/15/2018,624.87,84.3,367.8,1505.84,285.3,1258.29,143.65,39.39,703.12,27.45,1088.8,383.85,444.46,6425.04,336.06,838.6,30.75,256.1,36.75,2857.46
11/16/2018,617.53,88.15,365.61,1490.97,290.3,1226.77,146.35,38.39,693.29,27,1109,389.42,445.72,6435.04,336.74,814.33,30.75,257.78,36.5,2841.48
11/19/2018,614.39,87.5,360.74,1529.67,288.2,1218.62,148.8,38.53,659.32,26.1,1114.18,402.21,441.45,6409.75,342.38,833.77,30.75,264.92,40.1,2896.27
11/20/2018,612.09,85.8,356.26,1550.16,283.05,1186.16,147.3,37.86,690.08,26.1,1120.68,389.33,430.46,6457.53,341.41,824.63,30.75,264.64,41.85,2833.74
11/21/2018,625.57,87.55,355.07,1538.92,286.55,1205.55,146.25,38.15,689.39,26.75,1123.58,395.2,425.42,6431.9,342.86,821.34,29.25,262.26,38.45,2799.37
11/22/2018,613.54,85.95,350.24,1521.11,282.6,1206.79,146.35,37.81,664.9,26.5,1112.68,394.65,420.87,6464.44,344.27,816.84,27.8,261.7,38.15,2742.55
11/26/2018,630.02,84.5,354.77,1556.08,285.7,1241.04,147.15,37.67,651.72,26.85,1158.65,413.16,424.01,6436.47,350.25,826.9,27.8,266.55,38.4,2812.62
11/27/2018,624.42,85.75,352.63,1576.12,289.05,1225.68,146.15,37.86,675.02,26,1196.24,414.05,427.21,6440.74,354.38,855.28,25.2,265.71,37.8,2772.45
11/28/2018,626.87,82.9,357.3,1605.51,284.15,1224.29,146.35,37.43,689.24,25.55,1189.12,409.66,419.7,6457.93,349.09,905.04,26.45,263.19,35.35,2841.66
11/29/2018,629.57,85,360.49,1651.02,286.25,1235.28,147.3,37.76,654.83,29,1193.28,408.18,424.89,6453.91,349.72,904.07,25.15,268.14,35,2899
11/30/2018,624.97,84.85,353.27,1622.97,284.35,1254.96,147.7,37.67,661.54,28.6,1179.19,405.27,424.4,6495.74,346.02,897.3,25.25,267.11,36,2991.98
12/3/2018,624.03,88.75,353.77,1646.95,287,1276.68,147.5,39.15,681.44,27.55,1229.51,407.93,421.06,6455.94,349.91,893.19,25.25,264.08,35.7,2918.43
12/4/2018,621.88,85.55,356.26,1627.55,282.3,1236.17,148.45,39.06,681.39,28.45,1195.8,403.93,423.92,6433.54,348.31,879.36,26.25,263,33.6,2939.03
12/5/2018,613.79,83.45,349.39,1595.02,280.2,1225.13,147.5,38,681.64,29.2,1189.36,404.87,421.3,6424,345.73,865.1,26.25,256.85,33.6,2915.83
12/6/2018,599.61,80.8,345.86,1561.5,275.75,1182.88,147.25,37.43,684.75,28.55,1155.07,395.3,405.75,6447,341.16,867.57,25.1,253.91,35,2908.2
12/7/2018,602.5,79.5,350.44,1557.22,275.4,1200.53,147.05,37.33,682.38,28,1195.32,405.66,392.24,6454.4,344.66,859.01,25.5,255.77,36.45,2923.38
12/10/2018,589.27,77.8,344.67,1546.73,273.4,1166.38,150.05,36.76,683.62,28.3,1164.41,399.34,393.16,6255.2,336.4,838.17,25.45,251.67,36.45,2923.38
12/11/2018,603.5,79.75,341.08,1544.44,281.2,1173.49,150.5,37,689.89,28.3,1202.19,407.54,400.81,6328.08,348.21,861.47,26.65,256.29,34.05,2956.34
12/12/2018,618.58,85.7,348.7,1574.38,285.25,1205.6,152.75,37.62,711.76,29.35,1231.26,424.46,419.17,6467.07,361.67,877.91,26.65,257.22,37.2,2920.08
12/13/2018,617.38,86.45,347.6,1598.5,288.6,1216.39,151.9,37.67,694.18,28.85,1262.4,427.87,422.32,6476.96,363.91,886.47,26,257.17,37,2910.65
12/14/2018,617.93,88,350.39,1599.55,289.15,1237.01,141.65,37.91,693.64,29.85,1270.83,436.65,423.05,6457.73,362.4,895.08,26,257.22,35.6,2921.96
12/17/2018,616.48,88.35,356.26,1626.9,288.65,1213.95,137.5,37.81,702.43,29.45,1260.61,437,425.56,6425.44,365.75,881.1,27.2,261.37,35.5,3037.25
12/18/2018,618.98,91.35,360.59,1631.13,292.55,1219.27,136.35,37.91,715.46,28.65,1270.97,437.29,423.34,6456.69,371.25,876.8,28.55,259.41,35.5,3062.9
12/19/2018,638.66,97.35,364.82,1603.48,300.4,1235.42,137.1,37.67,708.45,29.2,1287.59,450.82,419.56,6439.35,383.15,876.9,29.95,263.98,34.8,3008.16
12/20/2018,632.21,97.5,360.49,1606.61,293.85,1262.57,135.9,37.76,711.36,29.2,1288.85,437.74,411.9,6440.35,369.89,868.39,31.4,263.33,34.8,2965.01
12/21/2018,620.33,97.85,351.63,1568.31,291.65,1243.13,134.85,36.9,691.27,29,1285.84,431.57,401.2,6432.15,366.97,822.98,32.95,258.01,33.65,3011.03
12/24/2018,614.04,100.9,351.58,1556.23,292.8,1268.48,135.2,37.05,696.45,29,1274.51,420.47,388.75,6457.73,360.02,818.68,34.55,257.78,33.65,2971.99
12/26/2018,616.08,100.8,353.62,1549.01,293.95,1258.69,134.8,37.05,701.14,29,1261.48,417.65,393.11,6457.83,358.03,808.19,36.25,258.2,35.4,3048.94
12/27/2018,616.73,101.75,353.67,1558.12,291.85,1232.34,134.5,37.05,720.94,28.95,1258.33,424.17,393.01,6455.75,366.14,842.08,38.05,261.05,34.5,3042.2
12/28/2018,624.47,102.95,359.29,1574.33,294.45,1233.29,137.45,37.09,716.15,28.25,1278.58,428.26,394.85,6449.69,367.5,859.01,39.95,263.1,34.95,3076.71
12/31/2018,619.03,104.05,358.25,1590.64,295.65,1251.38,140.4,37.43,693.89,29,1299.65,425.4,405.17,6454.7,363.96,859.44,41.9,262.82,34.1,3092.37
1/1/2019,626.72,106.35,361.88,1585.97,299.35,1256,139.85,37.96,711.12,29,1283.76,417.06,405.85,6434.04,362.84,852.87,43.95,263.94,34.25,3093.12
1/2/2019,618.13,104.75,362.58,1569.11,293.85,1253.92,140.3,37.53,696.5,28.95,1262.88,410.6,408.95,6412.28,362.4,839.57,46.1,261.74,33.2,3030.79
1/3/2019,607.2,105.75,361.48,1550.85,291.05,1254.51,140.55,37.48,697.49,28.25,1274.41,416.42,407.06,6456.99,367.36,846.29,48.4,260.25,34.35,2899.8
1/4/2019,619.08,108.75,363.77,1539.81,297.5,1283.64,140.4,37.48,701.09,28,1270.73,414.3,404.59,6439.7,367.84,863.02,48,261.98,34.9,2894.62
1/7/2019,636.66,106.3,365.71,1550.06,295.7,1273.35,139.6,38.63,710.03,28.2,1263.81,415.53,404.59,6424.15,375.72,867.32,48.7,262.91,34.9,3047.29
1/8/2019,650.09,108.85,378.35,1569.31,305.1,1242.28,139.65,38.39,709.04,29,1267.97,412.08,408.46,6422.21,371.63,875.25,51.1,265.2,34.35,2972.46
1/9/2019,669.22,105.5,380.14,1592.38,305.05,1257.89,138.85,38.29,695.12,27.65,1263.03,415.58,408.61,6438.76,373.19,874.72,53.65,271.26,35.75,3023.57
1/10/2019,662.18,106.1,377.85,1558.21,304.65,1278.17,140.15,38.82,705,26.9,1283.57,415.88,409.05,6452.17,376.69,860.84,53.65,270.19,34.35,2990.19
1/11/2019,665.67,103.1,376.71,1507.43,302.55,1287.12,139.35,38.29,696.6,26.55,1281.29,416.37,419.02,6457.93,370.81,878.11,59.1,275.65,35.95,3007.78
1/14/2019,658.58,103.8,371.58,1476.25,300.5,1316.5,139.4,38.15,710.18,26.3,1264.34,427.82,414.42,6448.05,371.78,889.28,62.05,274.62,35.95,3023.95
1/15/2019,659.28,104.05,370.74,1488.78,301,1321.77,138.15,38.05,711.07,27,1282.4,420.86,424.69,6446.56,371.68,952.91,65.15,276.77,35.7,3031.31
1/16/2019,662.83,105.4,373.28,1518.87,302.75,1340.26,137.9,38.48,696.35,27,1287.73,418.29,422.17,6450.48,369.79,933.71,67.15,274.34,34.05,3082.94
1/17/2019,675.46,104.3,371.53,1514.45,297.35,1342.35,136.6,37.57,711.02,27,1282.84,414.74,422.75,6449.59,369.74,930.52,63.8,274.25,34.3,3038.38
1/18/2019,663.48,102.55,370.09,1508.18,295.2,1351.94,135.4,37.76,708.9,27,1268.75,418.54,420.43,6450.98,368.77,920.51,60.65,271.64,34.8,3041.16
1/21/2019,659.43,100.65,369.45,1499.77,292.35,1318.69,135.65,37.81,693.79,26.8,1271.85,421.8,415.15,6483.47,368.48,925.11,60.65,270.28,34,3010.14
1/22/2019,660.98,97.8,367.21,1493.56,290.3,1287.52,136.05,37.24,705.49,25.25,1265.94,427.18,411.47,6464.94,365.07,926.03,60.65,270.38,36.9,2957.19
1/23/2019,660.58,96.9,365.86,1485.75,286.5,1284.39,135.55,37.14,683.12,26,1266.08,424.46,404.78,6457.98,366.09,922.54,52.1,259.13,35.2,2957.19
